# CDFTB-CI Extracted Data with Energy Fluctuations
# Frame  Time(fs)   J_lowdin(meV)      dE1(Ha)           dE2(Ha)
# dE1 = E1(CDFTB-CI) - E(QM/MM)
# dE2 = E2(CDFTB-CI) - E(QM/MM)
187263  749052.00       -28.0023       0.2286902791       0.2373849898
187264  749056.00       -30.2221       0.2272926562       0.2366543803
187265  749060.00       -30.8534       0.2259532590       0.2323345761
187266  749064.00        36.6491       0.2264158218       0.2303035698
187267  749068.00        33.8518       0.2267735336       0.2324290245
187268  749072.00       -32.8017       0.2259856324       0.2363465152
187269  749076.00        23.5966       0.2260587411       0.2380186077
187270  749080.00       -26.6770       0.2263929975       0.2360948829
187271  749084.00       -28.0802       0.2284503535       0.2348032651
187272  749088.00        24.4701       0.2304713827       0.2350186600
187273  749092.00        24.8135       0.2311199378       0.2376280884
187274  749096.00       -23.1720       0.2309825078       0.2397967490
187275  749100.00            nan                nan                nan
187276  749104.00       -26.7787       0.2273182085       0.2367366922
187277  749108.00       -28.4441       0.2274082932       0.2347649010
187278  749112.00        26.8620       0.2277427906       0.2346916312
187279  749116.00       -35.6006       0.2278295725       0.2354413373
187280  749120.00       -35.1541       0.2275443943       0.2341335403
187281  749124.00       -34.9837       0.2271164777       0.2343260126
187282  749128.00       -30.6068       0.2274284649       0.2354936616
187283  749132.00        18.9015       0.2275724893       0.2375489891
187284  749136.00       -25.9326       0.2271958906       0.2381598959
187285  749140.00        29.7010       0.2279753656       0.2353532363
187286  749144.00        28.7098       0.2279100045       0.2336931898
187287  749148.00        34.1504       0.2279928514       0.2347010261
187288  749152.00       -33.8201       0.2292362244       0.2377881812
187289  749156.00       -34.4770       0.2292658277       0.2407646703
187290  749160.00       -38.7043       0.2289319570       0.2403936287
187291  749164.00       -34.6025       0.2286507896       0.2382867546
187292  749168.00        33.0973       0.2284693850       0.2347621164
187293  749172.00        37.3922       0.2296952014       0.2340947737
187294  749176.00        35.5953       0.2311810256       0.2359500033
187295  749180.00        37.5701       0.2309194366       0.2373848833
187296  749184.00        39.4075       0.2290781603       0.2367517145
187297  749188.00       -39.6150       0.2262646323       0.2345945749
187298  749192.00       -47.4923       0.2242437293       0.2343337434
187299  749196.00        45.7568       0.2248441339       0.2345770048
187300  749200.00        50.9835       0.2263592992       0.2353185204
187301  749204.00        57.3357       0.2274583126       0.2355980421
187302  749208.00       -52.0996       0.2282422366       0.2353044373
187303  749212.00       -51.5050       0.2295656233       0.2385060915
187304  749216.00       -53.7950       0.2305731186       0.2411266356
187305  749220.00        53.0411       0.2306924372       0.2411031823
187306  749224.00       -54.0233       0.2295555179       0.2394084737
187307  749228.00       -52.2251       0.2287252633       0.2367751807
187308  749232.00        55.4651       0.2298553066       0.2371058067
187309  749236.00        58.7041       0.2305841685       0.2385530988
187310  749240.00       -57.0723       0.2304298083       0.2387778130
187311  749244.00       -55.4368       0.2288288197       0.2379426461
187312  749248.00        57.6316       0.2269596534       0.2358426670
187313  749252.00        58.1590       0.2262264053       0.2360101992
187314  749256.00        61.8617       0.2269169336       0.2374128089
187315  749260.00       -64.3971       0.2281434883       0.2378625571
187316  749264.00       -61.8619       0.2284324504       0.2377968637
187317  749268.00       -64.3230       0.2275475428       0.2386063025
187318  749272.00        65.2898       0.2271064748       0.2403181204
187319  749276.00       -67.8729       0.2266360732       0.2407918911
187320  749280.00       -68.2261       0.2268491427       0.2403174641
187321  749284.00       -67.6704       0.2272819730       0.2373805165
187322  749288.00        73.2320       0.2280873741       0.2358397125
187323  749292.00        73.3659       0.2302029150       0.2383945302
187324  749296.00       -73.0060       0.2309492455       0.2421402267
187325  749300.00       -67.1546       0.2300634652       0.2440783344
187326  749304.00       -61.8002       0.2283573577       0.2421764429
187327  749308.00        64.0730       0.2271996838       0.2382327914
187328  749312.00       -68.6313       0.2278187561       0.2354875803
187329  749316.00       -70.1909       0.2296119971       0.2366913568
187330  749320.00        69.3209       0.2293955640       0.2389264914
187331  749324.00       -66.8667       0.2268762590       0.2381006929
187332  749328.00        66.6199       0.2246784459       0.2367883789
187333  749332.00        73.2900       0.2244856175       0.2360338829
187334  749336.00        75.2599       0.2276304993       0.2376615754
187335  749340.00        76.3412       0.2309354235       0.2414990834
187336  749344.00        75.9654       0.2306584099       0.2419586066
187337  749348.00       -77.9270       0.2296123704       0.2401002184
187338  749352.00        82.9802       0.2285869989       0.2386798024
187339  749356.00        80.1002       0.2290539234       0.2389793221
187340  749360.00       -76.3473       0.2308101180       0.2414837269
187341  749364.00        77.1109       0.2304811416       0.2418051942
187342  749368.00       -80.6349       0.2291813152       0.2396101573
187343  749372.00       -86.0988       0.2279605975       0.2364642339
187344  749376.00       -87.2689       0.2276846025       0.2348726837
187345  749380.00        83.2695       0.2290969865       0.2361018204
187346  749384.00       -75.6272       0.2294201602       0.2379242315
187347  749388.00       -72.6506       0.2267840667       0.2384155322
187348  749392.00        75.1462       0.2240048682       0.2360339192
187349  749396.00       -73.6692       0.2243037347       0.2339155366
187350  749400.00        76.2959       0.2268330031       0.2341144183
187351  749404.00        79.4209       0.2296982961       0.2363108987
187352  749408.00       -84.5522       0.2307688747       0.2384696684
187353  749412.00        90.6421       0.2287186595       0.2380058463
187354  749416.00       -86.5986       0.2262664158       0.2356173600
187355  749420.00       -85.8835       0.2248691759       0.2346678895
187356  749424.00       -88.2712       0.2266755338       0.2364109297
187357  749428.00       -89.9001       0.2299757382       0.2388984682
187358  749432.00        94.7876       0.2309314496       0.2389940810
187359  749436.00       -88.8341       0.2293742416       0.2366033781
187360  749440.00       -81.7500       0.2262220372       0.2332938960
187361  749444.00        80.3678       0.2237584449       0.2312581222
187362  749448.00        78.5665       0.2239078827       0.2316456582
187363  749452.00        75.5696       0.2255575106       0.2324935893
187364  749456.00        73.6525       0.2280765384       0.2339288017
187365  749460.00       -67.9793       0.2285151234       0.2341399557
187366  749464.00        65.5349       0.2276479467       0.2344088829
187367  749468.00        60.8462       0.2272977267       0.2352190221
187368  749472.00       -58.1317       0.2270617465       0.2351392885
187369  749476.00        57.0724       0.2272263955       0.2346461993
187370  749480.00        56.4916       0.2268547054       0.2335959466
187371  749484.00        53.7077       0.2267385166       0.2331515874
187372  749488.00        52.7967       0.2282410308       0.2349277349
187373  749492.00        53.4398       0.2302792897       0.2363892808
187374  749496.00       -54.6243       0.2314017495       0.2371027917
187375  749500.00       -47.0716       0.2300382831       0.2366431023
187376  749504.00        51.1498       0.2263106298       0.2345350621
187377  749508.00        48.8913       0.2241083195       0.2325396092
187378  749512.00        48.2814       0.2254129507       0.2323126406
187379  749516.00       -41.0526       0.2280444341       0.2340466897
187380  749520.00        38.6650       0.2293367194       0.2364449239
187381  749524.00        33.2605       0.2288820195       0.2367071689
187382  749528.00       -32.4810       0.2268213145       0.2351213257
187383  749532.00       -35.5211       0.2258825442       0.2332019770
187384  749536.00       -33.9489       0.2254884052       0.2321541241
187385  749540.00       -32.8122       0.2250938087       0.2337382551
187386  749544.00        30.1057       0.2265594235       0.2375783668
187387  749548.00       -30.4367       0.2279686841       0.2395310680
187388  749552.00        30.2103       0.2285625170       0.2380082181
187389  749556.00        34.1305       0.2286788070       0.2348911455
187390  749560.00       -33.9804       0.2272122965       0.2329108651
